timestamp,duration,src_bytes,dst_bytes,failed_logins,prediction,severity,risk_score
2025-12-30 07:29:45,41,21522,29315,3,normal,LOW,30
2025-12-30 07:29:35,144,2570,66331,5,normal,LOW,14
2025-12-30 07:29:25,146,51859,78123,9,attack,MEDIUM,73
2025-12-30 07:29:15,74,90019,15688,3,attack,MEDIUM,69
2025-12-30 07:29:05,119,113026,17660,7,normal,LOW,15
2025-12-30 07:28:55,172,55246,11976,4,normal,LOW,24
2025-12-30 07:28:45,111,26549,49801,0,normal,LOW,17
2025-12-30 07:28:35,68,73131,8725,1,normal,LOW,11
2025-12-30 07:28:25,8,86195,56824,0,attack,MEDIUM,80
2025-12-30 07:28:15,81,119356,82259,8,normal,LOW,28
2025-12-30 07:28:05,10,52516,56962,10,normal,LOW,14
2025-12-30 07:27:55,41,109453,35314,1,attack,MEDIUM,92
2025-12-30 07:27:45,109,52331,48111,4,normal,LOW,25
2025-12-30 07:27:35,114,113500,63408,1,normal,LOW,6
2025-12-30 07:27:25,79,84227,50536,0,attack,HIGH,62
2025-12-30 07:27:15,138,38360,87028,8,normal,LOW,21
2025-12-30 07:27:05,7,68186,5136,5,normal,LOW,27
2025-12-30 07:26:55,24,84689,29956,4,normal,LOW,8
2025-12-30 07:26:45,79,84654,115955,5,attack,HIGH,55
2025-12-30 07:26:35,100,29453,41290,7,normal,LOW,13
2025-12-30 07:26:25,89,53104,18185,0,normal,LOW,19
2025-12-30 07:26:15,1,99880,41992,1,normal,LOW,24
2025-12-30 07:26:05,20,38716,83324,4,attack,MEDIUM,81
2025-12-30 07:25:55,100,5568,56344,5,attack,HIGH,71
2025-12-30 07:25:45,77,70594,75872,10,normal,LOW,19
2025-12-30 07:25:35,160,111340,38049,4,normal,LOW,29
2025-12-30 07:25:25,90,115275,7314,0,attack,MEDIUM,69
2025-12-30 07:25:15,85,64111,20715,2,normal,LOW,9
2025-12-30 07:25:05,10,60973,101878,3,normal,LOW,29
2025-12-30 07:24:55,94,5819,99216,0,normal,LOW,24
2025-12-30 07:24:45,170,57634,31927,3,attack,HIGH,55
2025-12-30 07:24:35,57,48760,9661,2,normal,LOW,19
2025-12-30 07:24:25,6,9155,62298,4,normal,LOW,18
2025-12-30 07:24:15,177,93208,14208,6,normal,LOW,29
2025-12-30 07:24:05,113,82765,39033,9,normal,LOW,29
2025-12-30 07:23:55,106,33931,46847,3,normal,LOW,11
2025-12-30 07:23:45,123,46289,84997,5,normal,LOW,9
2025-12-30 07:23:35,100,34129,15695,7,normal,LOW,18
2025-12-30 07:23:25,137,76821,56962,7,normal,LOW,28
2025-12-30 07:23:15,131,19240,9749,5,normal,LOW,5
2025-12-30 07:23:05,5,34200,3382,8,normal,LOW,11
2025-12-30 07:22:55,141,77580,9313,5,normal,LOW,16
2025-12-30 07:22:45,13,62728,81885,10,normal,LOW,11
2025-12-30 07:22:35,124,22675,30643,3,attack,HIGH,82
2025-12-30 07:22:25,28,41630,66737,3,normal,LOW,24
2025-12-30 07:22:15,136,25536,89200,2,attack,HIGH,68
2025-12-30 07:22:05,81,118597,16440,1,normal,LOW,15
2025-12-30 07:21:55,117,59275,41397,6,normal,LOW,18
2025-12-30 07:21:45,12,85295,71448,10,normal,LOW,22
2025-12-30 07:21:35,79,54332,62996,1,normal,LOW,19
2025-12-30 07:21:25,31,64632,37325,5,attack,HIGH,50
2025-12-30 07:21:15,67,77459,8846,1,attack,HIGH,77
2025-12-30 07:21:05,12,85386,104876,8,normal,LOW,24
2025-12-30 07:20:55,8,42109,20179,4,attack,MEDIUM,60
2025-12-30 07:20:45,180,39741,99610,1,attack,MEDIUM,63
2025-12-30 07:20:35,94,21626,3516,9,normal,LOW,14
2025-12-30 07:20:25,140,86881,44971,6,attack,HIGH,91
2025-12-30 07:20:15,26,63573,15423,8,normal,LOW,10
2025-12-30 07:20:05,169,34922,17022,5,attack,HIGH,73
2025-12-30 07:19:55,147,4272,31453,2,normal,LOW,22
2025-12-30 07:19:45,53,33862,104878,6,normal,LOW,27
2025-12-30 07:19:35,157,53228,86884,4,normal,LOW,17
2025-12-30 07:19:25,21,14697,88634,5,normal,LOW,19
2025-12-30 07:19:15,25,2546,58434,6,attack,MEDIUM,80
2025-12-30 07:19:05,103,90529,60147,3,normal,LOW,23
2025-12-30 07:18:55,125,27452,61496,4,normal,LOW,17
2025-12-30 07:18:45,91,54075,105920,3,attack,HIGH,96
2025-12-30 07:18:35,169,6593,40845,7,normal,LOW,15
2025-12-30 07:18:25,142,108138,65596,1,normal,LOW,21
2025-12-30 07:18:15,161,65841,67140,4,normal,LOW,19
2025-12-30 07:18:05,5,3220,86297,3,normal,LOW,22
2025-12-30 07:17:55,70,82292,116594,10,normal,LOW,6
2025-12-30 07:17:45,173,95164,43790,0,attack,MEDIUM,86
2025-12-30 07:17:35,130,99907,1507,5,normal,LOW,28
2025-12-30 07:17:25,170,50299,72744,10,normal,LOW,12
2025-12-30 07:17:15,23,38473,26584,7,normal,LOW,6
2025-12-30 07:17:05,147,38500,31920,10,normal,LOW,26
2025-12-30 07:16:55,106,94224,118228,10,normal,LOW,19
2025-12-30 07:16:45,149,11616,99876,8,normal,LOW,9
2025-12-30 07:16:35,36,74735,83180,10,normal,LOW,9
2025-12-30 07:16:25,170,6887,54011,4,normal,LOW,25
2025-12-30 07:16:15,180,65926,62887,3,attack,MEDIUM,72
2025-12-30 07:16:05,115,25784,72409,8,normal,LOW,19
2025-12-30 07:15:55,5,100662,29978,1,attack,HIGH,73
2025-12-30 07:15:45,159,2157,24448,7,normal,LOW,27
2025-12-30 07:15:35,78,29598,27386,1,attack,MEDIUM,64
2025-12-30 07:15:25,107,114406,36392,8,attack,HIGH,91
2025-12-30 07:15:15,172,27686,68700,4,normal,LOW,8
2025-12-30 07:15:05,139,82530,112360,0,normal,LOW,28
2025-12-30 07:14:55,166,49803,92168,1,attack,HIGH,76
2025-12-30 07:14:45,28,119727,116947,6,normal,LOW,18
2025-12-30 07:14:35,116,16570,12606,6,attack,HIGH,97
2025-12-30 07:14:25,152,30045,26383,7,normal,LOW,25
2025-12-30 07:14:15,139,90733,14877,4,normal,LOW,29
2025-12-30 07:14:05,107,40333,79957,6,attack,HIGH,67
2025-12-30 07:13:55,133,85566,83554,6,normal,LOW,21
2025-12-30 07:13:45,73,66025,22553,3,attack,HIGH,85
2025-12-30 07:13:35,92,93846,45267,0,normal,LOW,25
2025-12-30 07:13:25,139,55082,85515,9,normal,LOW,18
2025-12-30 07:13:15,99,15844,118588,6,normal,LOW,18
2025-12-30 07:13:05,111,116583,14464,6,normal,LOW,6
2025-12-30 07:12:55,39,90806,84878,6,attack,HIGH,76
2025-12-30 07:12:45,73,18204,82505,7,attack,HIGH,84
2025-12-30 07:12:35,170,115202,109805,7,normal,LOW,16
2025-12-30 07:12:25,102,92691,25312,3,normal,LOW,27
2025-12-30 07:12:15,59,85910,94953,9,normal,LOW,25
2025-12-30 07:12:05,36,48235,57737,9,normal,LOW,16
2025-12-30 07:11:55,98,9761,92922,3,attack,HIGH,61
2025-12-30 07:11:45,159,35935,82822,9,attack,HIGH,73
2025-12-30 07:11:35,96,43895,23596,2,normal,LOW,22
2025-12-30 07:11:25,84,41958,699,9,normal,LOW,17
2025-12-30 07:11:15,39,31336,19540,9,normal,LOW,18
2025-12-30 07:11:05,57,82706,66404,8,normal,LOW,26
2025-12-30 07:10:55,5,101735,49044,1,normal,LOW,27
2025-12-30 07:10:45,29,57314,113047,4,normal,LOW,13
2025-12-30 07:10:35,171,79895,117577,1,attack,HIGH,54
2025-12-30 07:10:25,152,104071,110076,8,normal,LOW,11
2025-12-30 07:10:15,168,62389,31164,5,attack,MEDIUM,92
2025-12-30 07:10:05,126,5012,113310,4,normal,LOW,12
2025-12-30 07:09:55,88,84868,98814,4,normal,LOW,20
2025-12-30 07:09:45,73,68469,35153,10,normal,LOW,11
2025-12-30 07:09:35,158,42413,48417,10,normal,LOW,11
2025-12-30 07:09:25,54,79767,22822,4,attack,HIGH,77
2025-12-30 07:09:15,163,58510,30741,9,attack,HIGH,63
2025-12-30 07:09:05,32,111050,103542,0,normal,LOW,27
2025-12-30 07:08:55,22,60503,109264,3,normal,LOW,30
2025-12-30 07:08:45,91,49788,3946,2,normal,LOW,14
2025-12-30 07:08:35,30,56165,51270,1,normal,LOW,18
2025-12-30 07:08:25,107,50121,34135,6,normal,LOW,7
2025-12-30 07:08:15,69,27766,11658,5,normal,LOW,27
2025-12-30 07:08:05,25,47805,30192,4,normal,LOW,16
2025-12-30 07:07:55,162,34211,83360,10,normal,LOW,12
2025-12-30 07:07:45,111,57123,11598,1,normal,LOW,10
2025-12-30 07:07:35,83,29201,61060,4,normal,LOW,29
2025-12-30 07:07:25,31,33546,97833,10,attack,HIGH,58
2025-12-30 07:07:15,43,38215,60454,10,normal,LOW,21
2025-12-30 07:07:05,111,72405,78655,9,attack,HIGH,86
2025-12-30 07:06:55,112,33635,33403,9,normal,LOW,23
2025-12-30 07:06:45,174,69472,110946,7,attack,MEDIUM,60
2025-12-30 07:06:35,150,30001,76641,10,normal,LOW,21
2025-12-30 07:06:25,158,26391,109699,6,attack,HIGH,55
2025-12-30 07:06:15,171,60234,43725,3,normal,LOW,6
2025-12-30 07:06:05,86,28403,67077,5,attack,HIGH,94
2025-12-30 07:05:55,77,98538,32557,9,attack,HIGH,67
2025-12-30 07:05:45,123,114749,56212,5,attack,HIGH,66
2025-12-30 07:05:35,156,5637,8446,0,attack,HIGH,58
2025-12-30 07:05:25,28,101320,43498,6,normal,LOW,6
2025-12-30 07:05:15,163,78503,96972,8,normal,LOW,6
2025-12-30 07:05:05,99,5578,66348,4,attack,HIGH,69
2025-12-30 07:04:55,89,5148,22520,1,attack,HIGH,61
2025-12-30 07:04:45,45,27571,102023,10,normal,LOW,13
2025-12-30 07:04:35,136,6578,18408,4,normal,LOW,13
2025-12-30 07:04:25,142,118660,109389,3,attack,MEDIUM,58
2025-12-30 07:04:15,23,36354,12350,2,normal,LOW,27
2025-12-30 07:04:05,3,42591,11832,5,attack,MEDIUM,57
2025-12-30 07:03:55,106,64049,7196,5,normal,LOW,18
2025-12-30 07:03:45,158,42498,109278,2,attack,HIGH,69
2025-12-30 07:03:35,95,32232,111890,8,attack,HIGH,56
2025-12-30 07:03:25,117,80734,67630,1,normal,LOW,25
2025-12-30 07:03:15,12,107692,38039,0,normal,LOW,30
2025-12-30 07:03:05,65,8823,50746,4,normal,LOW,19
2025-12-30 07:02:55,24,82805,34476,7,normal,LOW,20
2025-12-30 07:02:45,162,119443,67197,5,normal,LOW,28
2025-12-30 07:02:35,151,16360,95390,2,normal,LOW,11
2025-12-30 07:02:25,155,98740,61301,5,attack,HIGH,77
2025-12-30 07:02:15,13,76410,63344,1,normal,LOW,27
2025-12-30 07:02:05,116,95547,95891,2,normal,LOW,30
2025-12-30 07:01:55,160,54429,79200,8,attack,HIGH,69
2025-12-30 07:01:45,54,113062,76717,7,attack,HIGH,50
2025-12-30 07:01:35,160,78627,16674,5,normal,LOW,12
2025-12-30 07:01:25,2,83261,61786,9,normal,LOW,30
2025-12-30 07:01:15,140,98915,17622,1,normal,LOW,30
2025-12-30 07:01:05,74,41501,44138,2,attack,HIGH,91
2025-12-30 07:00:55,93,90855,68335,6,normal,LOW,13
2025-12-30 07:00:45,123,118142,71875,7,attack,MEDIUM,94
2025-12-30 07:00:35,2,9708,109248,6,normal,LOW,7
2025-12-30 07:00:25,34,112350,74534,8,attack,HIGH,63
2025-12-30 07:00:15,131,36310,4081,7,normal,LOW,27
2025-12-30 07:00:05,23,34235,28305,5,normal,LOW,21
2025-12-30 06:59:55,139,38572,47659,2,normal,LOW,27
2025-12-30 06:59:45,77,35465,13996,1,normal,LOW,18
2025-12-30 06:59:35,7,90707,27178,10,attack,MEDIUM,87
2025-12-30 06:59:25,58,119764,44942,3,normal,LOW,26
2025-12-30 06:59:15,77,62584,63726,0,normal,LOW,27
2025-12-30 06:59:05,42,7477,36905,1,attack,MEDIUM,75
2025-12-30 06:58:55,97,54680,83222,5,attack,HIGH,91
2025-12-30 06:58:45,159,86138,101713,7,normal,LOW,5
2025-12-30 06:58:35,107,97124,5761,4,normal,LOW,7
2025-12-30 06:58:25,74,64810,27211,4,normal,LOW,10
2025-12-30 06:58:15,151,20031,116179,2,attack,MEDIUM,81
2025-12-30 06:58:05,47,36487,15157,10,attack,MEDIUM,83
2025-12-30 06:57:55,32,24616,4734,5,normal,LOW,17
2025-12-30 06:57:45,169,99112,108148,4,attack,MEDIUM,86
2025-12-30 06:57:35,26,84107,9310,4,normal,LOW,25
2025-12-30 06:57:25,164,28209,6443,4,normal,LOW,10
2025-12-30 06:57:15,128,85757,55752,0,normal,LOW,11
2025-12-30 06:57:05,61,64387,51200,5,attack,MEDIUM,52
2025-12-30 06:56:55,17,66443,32051,5,attack,HIGH,76
2025-12-30 06:56:45,115,108220,98569,0,attack,MEDIUM,72
2025-12-30 06:56:35,16,54666,28887,6,normal,LOW,14
2025-12-30 06:56:25,55,27861,37968,7,attack,MEDIUM,96
2025-12-30 06:56:15,13,24276,72300,0,normal,LOW,30
2025-12-30 06:56:05,1,40798,31893,7,normal,LOW,7
2025-12-30 06:55:55,134,68843,40133,8,attack,MEDIUM,53
2025-12-30 06:55:45,59,78759,64032,4,attack,HIGH,86
2025-12-30 06:55:35,54,50775,41451,7,normal,LOW,23
2025-12-30 06:55:25,140,118687,34296,0,normal,LOW,30
2025-12-30 06:55:15,88,73307,101884,9,normal,LOW,13
2025-12-30 06:55:05,57,105992,96775,3,normal,LOW,7
2025-12-30 06:54:55,29,80330,7952,0,attack,MEDIUM,51
2025-12-30 06:54:45,4,77553,119545,4,normal,LOW,19
2025-12-30 06:54:35,44,58453,104980,7,normal,LOW,8
2025-12-30 06:54:25,37,50438,4720,4,normal,LOW,13
2025-12-30 06:54:15,60,57555,19586,8,attack,HIGH,57
2025-12-30 06:54:05,180,87378,50038,5,normal,LOW,6
2025-12-30 06:53:55,111,106174,71482,2,normal,LOW,9
2025-12-30 06:53:45,77,69239,56014,2,normal,LOW,15
2025-12-30 06:53:35,4,112719,25785,10,attack,HIGH,52
2025-12-30 06:53:25,42,70167,78627,2,attack,HIGH,78
2025-12-30 06:53:15,19,5242,90012,10,normal,LOW,27
2025-12-30 06:53:05,44,34285,65149,7,attack,HIGH,69
2025-12-30 06:52:55,176,64279,18080,10,attack,HIGH,72
2025-12-30 06:52:45,125,108262,107708,3,normal,LOW,29
2025-12-30 06:52:35,113,85576,80185,9,normal,LOW,7
2025-12-30 06:52:25,125,102527,101692,1,normal,LOW,30
2025-12-30 06:52:15,170,76319,84040,6,normal,LOW,23
2025-12-30 06:52:05,35,69285,34652,5,normal,LOW,19
2025-12-30 06:51:55,32,98167,3986,9,attack,HIGH,90
2025-12-30 06:51:45,147,54855,86953,7,attack,HIGH,64
2025-12-30 06:51:35,39,93447,20624,2,normal,LOW,15
2025-12-30 06:51:25,153,73416,39402,8,normal,LOW,10
2025-12-30 06:51:15,103,76071,40912,4,attack,HIGH,59
2025-12-30 06:51:05,89,114286,16747,8,attack,HIGH,93
2025-12-30 06:50:55,33,16745,74195,2,attack,HIGH,79
2025-12-30 06:50:45,72,98913,32182,10,normal,LOW,22
2025-12-30 06:50:35,44,117362,75908,10,attack,HIGH,83
2025-12-30 06:50:25,129,32045,58301,1,normal,LOW,16
2025-12-30 06:50:15,164,70626,102357,9,normal,LOW,10
2025-12-30 06:50:05,50,81489,42090,10,attack,MEDIUM,50
2025-12-30 06:49:55,179,78319,64641,9,normal,LOW,16
2025-12-30 06:49:45,175,105327,92747,10,normal,LOW,6
2025-12-30 06:49:35,114,62393,74356,1,normal,LOW,24
2025-12-30 06:49:25,151,98106,14338,4,attack,HIGH,80
2025-12-30 06:49:15,132,31279,102754,5,normal,LOW,16
2025-12-30 06:49:05,38,54641,7348,2,normal,LOW,25
2025-12-30 06:48:55,134,69969,105092,7,attack,HIGH,59
2025-12-30 06:48:45,93,36530,22162,9,normal,LOW,27
2025-12-30 06:48:35,58,35767,38832,1,attack,HIGH,52
2025-12-30 06:48:25,142,39465,5142,6,normal,LOW,9
2025-12-30 06:48:15,68,57807,4532,3,normal,LOW,25
2025-12-30 06:48:05,7,98487,67330,3,attack,HIGH,92
2025-12-30 06:47:55,28,78113,98112,6,normal,LOW,9
2025-12-30 06:47:45,136,94465,41162,3,normal,LOW,30
2025-12-30 06:47:35,22,115992,30678,10,normal,LOW,8
2025-12-30 06:47:25,65,101584,106059,5,normal,LOW,29
2025-12-30 06:47:15,47,33838,28603,2,normal,LOW,8
2025-12-30 06:47:05,26,55844,94242,10,normal,LOW,7
2025-12-30 06:46:55,53,52722,54583,6,normal,LOW,21
2025-12-30 06:46:45,130,68415,60114,6,normal,LOW,15
2025-12-30 06:46:35,15,36499,77670,10,normal,LOW,9
2025-12-30 06:46:25,163,6498,1695,3,normal,LOW,5
2025-12-30 06:46:15,83,1596,97958,9,attack,HIGH,67
2025-12-30 06:46:05,101,91914,11366,0,attack,MEDIUM,69
2025-12-30 06:45:55,22,76984,18955,3,attack,MEDIUM,69
2025-12-30 06:45:45,94,49334,97754,6,normal,LOW,14
2025-12-30 06:45:35,92,86285,85678,1,attack,HIGH,83
2025-12-30 06:45:25,158,1255,54958,7,normal,LOW,7
2025-12-30 06:45:15,27,53242,52315,2,normal,LOW,5
2025-12-30 06:45:05,44,61312,11551,1,normal,LOW,30
2025-12-30 06:44:55,50,3200,12626,10,attack,MEDIUM,56
2025-12-30 06:44:45,37,60428,77307,4,normal,LOW,30
2025-12-30 06:44:35,88,84490,107142,4,normal,LOW,12
2025-12-30 06:44:25,170,34888,8284,2,normal,LOW,9
2025-12-30 06:44:15,142,92928,45181,8,normal,LOW,6
2025-12-30 06:44:05,123,95972,82480,10,normal,LOW,9
2025-12-30 06:43:55,53,75877,76738,10,normal,LOW,16
2025-12-30 06:43:45,90,60821,36312,6,normal,LOW,30
2025-12-30 06:43:35,128,27323,23909,10,normal,LOW,10
2025-12-30 06:43:25,6,36217,73674,10,normal,LOW,21
2025-12-30 06:43:15,115,43662,38449,1,normal,LOW,5
2025-12-30 06:43:05,155,65671,35736,6,normal,LOW,27
2025-12-30 06:42:55,16,100204,109679,10,attack,MEDIUM,96
2025-12-30 06:42:45,99,30078,24484,4,normal,LOW,9
2025-12-30 06:42:35,82,23872,18256,6,normal,LOW,19
2025-12-30 06:42:25,43,82393,113326,9,normal,LOW,26
2025-12-30 06:42:15,89,9209,35727,3,normal,LOW,19
2025-12-30 06:42:05,30,26971,83454,3,normal,LOW,19
2025-12-30 06:41:55,49,104555,48144,9,normal,LOW,27
2025-12-30 06:41:45,59,44168,42797,6,normal,LOW,29
2025-12-30 06:41:35,96,44458,59770,6,attack,MEDIUM,71
2025-12-30 06:41:25,54,37307,106097,3,normal,LOW,15
2025-12-30 06:41:15,33,20784,109921,8,normal,LOW,28
2025-12-30 06:41:05,79,19838,87087,0,attack,HIGH,84
2025-12-30 06:40:55,87,53579,108489,5,attack,HIGH,65
2025-12-30 06:40:45,8,80183,1603,8,normal,LOW,20
2025-12-30 06:40:35,112,80617,87240,8,attack,HIGH,94
2025-12-30 06:40:25,165,8434,43018,9,normal,LOW,23
2025-12-30 06:40:15,109,75379,66698,9,normal,LOW,20
2025-12-30 06:40:05,66,72720,96465,10,normal,LOW,8
2025-12-30 06:39:55,105,39304,26876,7,normal,LOW,11
2025-12-30 06:39:45,177,61750,60948,1,attack,HIGH,79
2025-12-30 06:39:35,172,95824,117307,1,normal,LOW,19
2025-12-30 06:39:25,141,95988,87031,10,normal,LOW,22
2025-12-30 06:39:15,41,105654,56608,10,normal,LOW,29
2025-12-30 06:39:05,127,31884,93322,2,normal,LOW,25
2025-12-30 06:38:55,161,29981,46478,7,attack,HIGH,64
2025-12-30 06:38:45,48,99867,93338,0,normal,LOW,13
2025-12-30 06:38:35,18,108611,109060,0,normal,LOW,30
2025-12-30 06:38:25,61,64102,10786,9,attack,HIGH,99
2025-12-30 06:38:15,168,37938,32159,4,normal,LOW,17
2025-12-30 06:38:05,117,2951,37026,4,normal,LOW,18
2025-12-30 06:37:55,132,107240,8858,0,normal,LOW,24
2025-12-30 06:37:45,70,2574,75551,0,normal,LOW,19
2025-12-30 06:37:35,171,58323,97716,9,normal,LOW,13
2025-12-30 06:37:25,169,18191,26321,6,normal,LOW,13
2025-12-30 06:37:15,178,15467,34013,7,normal,LOW,7
2025-12-30 06:37:05,74,23494,16644,1,normal,LOW,8
2025-12-30 06:36:55,64,52685,96779,4,normal,LOW,28
2025-12-30 06:36:45,122,60074,17798,10,attack,MEDIUM,82
2025-12-30 06:36:35,37,114264,32056,7,normal,LOW,9
2025-12-30 06:36:25,129,101603,24245,5,attack,HIGH,69
2025-12-30 06:36:15,31,20857,2308,4,attack,MEDIUM,68
2025-12-30 06:36:05,113,78245,55695,6,attack,MEDIUM,75
2025-12-30 06:35:55,35,87833,101187,9,normal,LOW,24
2025-12-30 06:35:45,10,93360,88597,4,normal,LOW,7
2025-12-30 06:35:35,46,115504,21605,3,normal,LOW,9
2025-12-30 06:35:25,69,5940,55422,4,attack,HIGH,87
2025-12-30 06:35:15,86,29426,26973,4,attack,HIGH,94
2025-12-30 06:35:05,155,14080,26877,4,attack,HIGH,79
2025-12-30 06:34:55,111,40180,30026,1,normal,LOW,23
2025-12-30 06:34:45,135,110628,82834,5,normal,LOW,19
2025-12-30 06:34:35,10,66090,113389,10,normal,LOW,7
2025-12-30 06:34:25,97,111601,50479,9,attack,HIGH,75
2025-12-30 06:34:15,43,99711,119998,2,attack,MEDIUM,63
2025-12-30 06:34:05,177,915,116444,1,attack,MEDIUM,63
2025-12-30 06:33:55,62,14735,118390,8,normal,LOW,8
2025-12-30 06:33:45,8,84186,8883,6,attack,MEDIUM,87
2025-12-30 06:33:35,22,98280,51940,4,attack,MEDIUM,59
2025-12-30 06:33:25,38,80852,36131,8,attack,MEDIUM,84
2025-12-30 06:33:15,130,55623,60173,9,normal,LOW,17
2025-12-30 06:33:05,67,88678,582,3,normal,LOW,5
2025-12-30 06:32:55,139,97251,111629,6,normal,LOW,30
2025-12-30 06:32:45,112,19269,6261,5,normal,LOW,19
2025-12-30 06:32:35,147,47723,75041,2,normal,LOW,25
2025-12-30 06:32:25,120,26904,98705,2,normal,LOW,29
2025-12-30 06:32:15,73,53546,76149,6,attack,HIGH,53
2025-12-30 06:32:05,129,10095,95611,5,normal,LOW,15
2025-12-30 06:31:55,1,17361,73973,8,normal,LOW,27
2025-12-30 06:31:45,46,36539,57898,8,attack,MEDIUM,79
2025-12-30 06:31:35,136,19655,118427,0,normal,LOW,23
2025-12-30 06:31:25,105,69669,57297,3,normal,LOW,29
2025-12-30 06:31:15,161,7564,42706,4,attack,MEDIUM,79
2025-12-30 06:31:05,111,102020,73449,4,attack,MEDIUM,97
2025-12-30 06:30:55,146,100758,85407,9,attack,HIGH,99
2025-12-30 06:30:45,121,64754,57100,0,normal,LOW,12
2025-12-30 06:30:35,68,23436,47270,10,attack,HIGH,78
2025-12-30 06:30:25,146,36200,91785,7,normal,LOW,12
2025-12-30 06:30:15,75,50460,16322,7,normal,LOW,15
2025-12-30 06:30:05,112,66198,50687,2,normal,LOW,23
2025-12-30 06:29:55,175,62824,97848,3,normal,LOW,6
2025-12-30 06:29:45,43,110615,14629,0,attack,HIGH,92
2025-12-30 06:29:35,156,18964,12052,3,normal,LOW,24
2025-12-30 06:29:25,136,7652,9343,7,attack,MEDIUM,99
2025-12-30 06:29:15,79,69552,79816,8,normal,LOW,23
2025-12-30 06:29:05,166,35620,48641,4,normal,LOW,5
2025-12-30 06:28:55,168,1718,63318,2,normal,LOW,14
2025-12-30 06:28:45,134,80918,20910,2,normal,LOW,12
2025-12-30 06:28:35,21,31357,33883,8,normal,LOW,12
2025-12-30 06:28:25,90,25005,85220,0,attack,HIGH,76
2025-12-30 06:28:15,80,62847,50535,7,normal,LOW,9
2025-12-30 06:28:05,101,2411,105883,4,normal,LOW,14
2025-12-30 06:27:55,36,9603,98879,8,normal,LOW,13
2025-12-30 06:27:45,88,39454,115533,5,attack,HIGH,80
2025-12-30 06:27:35,125,64737,114651,3,normal,LOW,14
2025-12-30 06:27:25,7,93688,982,5,attack,MEDIUM,65
2025-12-30 06:27:15,62,94018,52181,5,normal,LOW,30
2025-12-30 06:27:05,97,20132,13748,3,attack,HIGH,60
2025-12-30 06:26:55,132,93276,118013,9,normal,LOW,23
2025-12-30 06:26:45,69,80571,43065,3,normal,LOW,14
2025-12-30 06:26:35,43,59475,58760,2,normal,LOW,14
2025-12-30 06:26:25,104,52024,38166,5,normal,LOW,11
2025-12-30 06:26:15,107,24139,101435,4,normal,LOW,7
2025-12-30 06:26:05,10,77283,16266,2,normal,LOW,26
2025-12-30 06:25:55,23,54778,105649,2,normal,LOW,16
2025-12-30 06:25:45,172,118041,34985,4,attack,HIGH,97
2025-12-30 06:25:35,156,63752,38010,3,normal,LOW,11
2025-12-30 06:25:25,138,116638,96328,9,attack,HIGH,85
2025-12-30 06:25:15,20,21095,48198,4,normal,LOW,17
2025-12-30 06:25:05,35,47829,29193,7,normal,LOW,5
2025-12-30 06:24:55,123,24235,65156,8,normal,LOW,9
2025-12-30 06:24:45,168,39429,109726,1,normal,LOW,17
2025-12-30 06:24:35,167,53156,64514,8,normal,LOW,29
2025-12-30 06:24:25,15,38685,27340,10,normal,LOW,13
2025-12-30 06:24:15,41,72201,95212,1,normal,LOW,24
2025-12-30 06:24:05,47,19940,49654,5,attack,MEDIUM,99
2025-12-30 06:23:55,80,20113,100753,10,attack,MEDIUM,58
2025-12-30 06:23:45,60,105854,26592,0,normal,LOW,23
2025-12-30 06:23:35,107,67213,104875,3,attack,MEDIUM,97
2025-12-30 06:23:25,13,96724,60122,0,normal,LOW,21
2025-12-30 06:23:15,73,75309,51058,0,normal,LOW,11
2025-12-30 06:23:05,84,91308,117062,7,attack,HIGH,68
2025-12-30 06:22:55,121,50770,56292,10,normal,LOW,12
2025-12-30 06:22:45,49,75193,101177,3,attack,MEDIUM,97
2025-12-30 06:22:35,91,1191,27514,10,normal,LOW,13
2025-12-30 06:22:25,65,77439,113615,1,normal,LOW,19
2025-12-30 06:22:15,96,21324,12805,4,normal,LOW,9
2025-12-30 06:22:05,98,31001,24409,4,normal,LOW,28
2025-12-30 06:21:55,61,64709,50018,7,normal,LOW,27
2025-12-30 06:21:45,41,66876,41592,6,normal,LOW,23
2025-12-30 06:21:35,117,69870,73594,3,normal,LOW,21
2025-12-30 06:21:25,118,61954,94071,0,attack,HIGH,55
2025-12-30 06:21:15,93,16987,40935,7,normal,LOW,24
2025-12-30 06:21:05,56,57503,96195,4,normal,LOW,17
2025-12-30 06:20:55,39,104854,107753,4,normal,LOW,30
2025-12-30 06:20:45,68,79006,24264,3,normal,LOW,18
2025-12-30 06:20:35,127,94775,119242,6,normal,LOW,6
2025-12-30 06:20:25,179,59085,10985,1,normal,LOW,21
2025-12-30 06:20:15,61,44255,19282,5,attack,HIGH,65
2025-12-30 06:20:05,163,23619,28496,4,attack,MEDIUM,73
2025-12-30 06:19:55,109,46695,48386,8,normal,LOW,23
2025-12-30 06:19:45,110,64565,47514,1,normal,LOW,11
2025-12-30 06:19:35,151,58478,23756,3,normal,LOW,22
2025-12-30 06:19:25,8,67959,13103,6,normal,LOW,11
2025-12-30 06:19:15,156,95269,27833,5,normal,LOW,7
2025-12-30 06:19:05,102,54780,19576,10,normal,LOW,29
2025-12-30 06:18:55,173,110575,86106,7,normal,LOW,29
2025-12-30 06:18:45,23,21260,99542,3,attack,MEDIUM,85
2025-12-30 06:18:35,149,30548,14349,4,attack,MEDIUM,60
